Region,ItemType,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price
Europe,Beverages,Online,L,5/22/2017,973500096,6/5/2017,9167,47.45
Asia,Snacks,Online,L,2/8/2011,227673041,2/19/2011,2367,152.58
Asia,Beverages,Online,L,1/6/2016,680193459,2/19/2016,3215,47.45
Europe,Cereal,Offline,H,10/28/2013,302985179,11/21/2013,8902,205.7
Sub-Saharan Africa,Beverages,Online,M,1/10/2010,288284528,2/9/2010,8653,47.45
Europe,Cereal,Offline,H,12/18/2014,998640334,1/12/2015,8722,205.7
Sub-Saharan Africa,Snacks,Offline,H,4/27/2017,616913926,6/3/2017,7395,152.58
Australia and Oceania,Beverages,Online,H,8/23/2010,996279132,9/24/2010,9990,47.45
Sub-Saharan Africa,Vegetables,Offline,L,4/1/2012,910222280,5/12/2012,3855,154.06
Europe,Household,Online,C,1/11/2014,102542197,2/9/2014,3370,668.27
Europe,Snacks,Online,L,7/1/2016,637350213,7/30/2016,4946,152.58
Sub-Saharan Africa,Cosmetics,Online,L,6/17/2017,149070155,6/26/2017,2026,437.2
Central America and the Caribbean,Office Supplies,Online,L,10/12/2015,392438352,10/15/2015,84,651.21
Europe,Snacks,Online,H,3/3/2015,492503631,4/3/2015,1624,152.58
Australia and Oceania,Cereal,Online,M,11/2/2012,994627320,11/29/2012,1182,205.7
Europe,Cereal,Online,M,11/7/2010,714483249,11/20/2010,326,205.7
Sub-Saharan Africa,Office Supplies,Offline,M,4/29/2012,788057744,5/25/2012,2654,651.21
Central America and the Caribbean,Snacks,Offline,L,2/5/2010,621649634,3/17/2010,8796,152.58
Asia,Snacks,Online,L,3/16/2013,141870248,4/25/2013,1414,152.58
Asia,Beverages,Offline,M,10/27/2012,245643413,10/29/2012,199,47.45
Sub-Saharan Africa,Office Supplies,Offline,C,5/1/2016,550205457,5/19/2016,6876,651.21
Sub-Saharan Africa,Snacks,Online,L,4/2/2013,743105208,4/13/2013,199,152.58
Europe,Fruits,Online,C,11/19/2016,132203996,12/13/2016,955,9.33
Asia,Snacks,Offline,C,2/2/2015,795675647,3/9/2015,6960,152.58
Asia,Clothes,Offline,H,12/9/2011,832006490,1/13/2012,8064,109.28
Sub-Saharan Africa,Cereal,Offline,C,5/8/2016,209995353,5/13/2016,1146,205.7
Sub-Saharan Africa,Meat,Offline,L,8/7/2015,318753564,9/15/2015,5118,421.89
Asia,Cosmetics,Online,C,12/11/2016,817704951,12/28/2016,5921,437.2
Sub-Saharan Africa,Personal Care,Offline,H,7/31/2013,986585843,9/5/2013,1530,81.73
Central America and the Caribbean,Clothes,Offline,C,2/9/2011,175445067,3/9/2011,6949,109.28
Europe,Baby Food,Online,L,3/16/2016,954643952,4/26/2016,9215,255.28
Middle East and North Africa,Baby Food,Offline,M,2/8/2010,564856326,2/15/2010,2394,255.28
Sub-Saharan Africa,Fruits,Online,C,12/22/2012,367068517,1/19/2013,2586,9.33
Europe,Cereal,Online,H,12/17/2011,892579352,1/25/2012,2920,205.7
Sub-Saharan Africa,Clothes,Offline,C,6/5/2010,493000161,7/13/2010,8558,109.28
Asia,Household,Offline,H,7/31/2016,290254771,8/14/2016,1692,668.27
Sub-Saharan Africa,Clothes,Offline,C,12/26/2016,126579511,1/15/2017,6545,109.28
Europe,Vegetables,Offline,C,8/17/2010,814523208,9/30/2010,4373,154.06
Asia,Cosmetics,Online,L,9/10/2012,986947190,10/19/2012,8461,437.2
Asia,Fruits,Offline,L,12/9/2012,247025287,1/24/2013,9127,9.33
Sub-Saharan Africa,Meat,Offline,M,5/2/2017,518243825,5/21/2017,8719,421.89
Europe,Household,Offline,H,12/20/2013,194401633,12/21/2013,6618,668.27
Middle East and North Africa,Fruits,Offline,C,9/23/2014,889610040,11/12/2014,4235,9.33
Europe,Cosmetics,Offline,L,8/15/2013,688292872,8/22/2013,11,437.2
Asia,Personal Care,Offline,H,4/21/2013,895186460,5/24/2013,4421,81.73
Europe,Vegetables,Offline,H,9/14/2013,185339629,10/4/2013,4970,154.06
Sub-Saharan Africa,Office Supplies,Online,M,10/25/2015,454113709,11/25/2015,1193,651.21
Sub-Saharan Africa,Office Supplies,Offline,H,5/4/2010,967182528,5/14/2010,9658,651.21
Australia and Oceania,Vegetables,Offline,L,10/5/2011,610532414,10/24/2011,8964,154.06
Middle East and North Africa,Meat,Online,L,9/10/2016,140462195,9/17/2016,4740,421.89
Middle East and North Africa,Snacks,Online,M,4/1/2015,833583199,5/9/2015,4648,152.58
Europe,Vegetables,Online,M,7/13/2017,436819255,7/22/2017,3379,154.06
Sub-Saharan Africa,Beverages,Online,M,12/29/2011,817406690,2/4/2012,7659,47.45
Sub-Saharan Africa,Meat,Offline,C,8/28/2014,312894332,9/18/2014,1241,421.89
Sub-Saharan Africa,Personal Care,Online,H,4/26/2012,481143510,5/25/2012,9911,81.73
Sub-Saharan Africa,Cosmetics,Online,M,10/8/2011,250328052,10/22/2011,6488,437.2
Asia,Meat,Online,C,4/17/2013,868934285,5/29/2013,5819,421.89
Australia and Oceania,Office Supplies,Online,L,6/16/2014,955761039,7/5/2014,9785,651.21
Middle East and North Africa,Cereal,Offline,M,11/19/2013,549919641,12/2/2013,2297,205.7
Middle East and North Africa,Cereal,Online,C,1/22/2015,660833919,2/23/2015,4297,205.7
Middle East and North Africa,Office Supplies,Online,L,12/13/2014,118240201,1/26/2015,8758,651.21
Sub-Saharan Africa,Personal Care,Online,H,5/20/2015,522187316,5/28/2015,5686,81.73
Central America and the Caribbean,Office Supplies,Offline,H,9/1/2011,393036592,10/19/2011,7116,651.21
Middle East and North Africa,Fruits,Offline,H,7/19/2011,121461856,8/8/2011,2117,9.33
Central America and the Caribbean,Snacks,Offline,L,4/2/2016,618449437,5/22/2016,1787,152.58
Asia,Cosmetics,Online,M,9/21/2016,165298163,11/8/2016,4255,437.2
Europe,Beverages,Online,M,7/12/2012,263619363,8/21/2012,9683,47.45
Asia,Baby Food,Online,H,9/2/2015,685336863,10/9/2015,5262,255.28
Sub-Saharan Africa,Beverages,Online,M,6/29/2016,822686994,7/16/2016,218,47.45
Sub-Saharan Africa,Vegetables,Online,M,3/13/2010,138218581,4/27/2010,805,154.06
Australia and Oceania,Household,Online,L,10/4/2015,414792954,11/20/2015,5308,668.27
Europe,Meat,Offline,C,7/28/2011,805583941,9/7/2011,9045,421.89
Sub-Saharan Africa,Beverages,Online,L,12/18/2014,984077870,12/22/2014,9365,47.45
Central America and the Caribbean,Office Supplies,Offline,H,3/29/2010,694073569,4/4/2010,648,651.21
Sub-Saharan Africa,Baby Food,Offline,H,1/26/2013,199682366,2/23/2013,9304,255.28
Europe,Beverages,Offline,M,9/8/2013,735328090,10/16/2013,8777,47.45
Europe,Cereal,Online,C,12/12/2010,455747067,12/31/2010,4540,205.7
Sub-Saharan Africa,Meat,Online,C,2/22/2016,285988128,4/4/2016,9097,421.89
Europe,Cereal,Offline,L,5/3/2011,771412599,6/13/2011,6985,205.7
Europe,Personal Care,Offline,C,9/24/2013,727694308,11/1/2013,9772,81.73
Sub-Saharan Africa,Personal Care,Online,M,4/24/2011,390819585,5/13/2011,1055,81.73
Sub-Saharan Africa,Baby Food,Offline,M,1/18/2012,967087256,1/26/2012,1465,255.28
Asia,Cereal,Online,C,5/30/2017,583108651,7/12/2017,3663,205.7
Asia,Personal Care,Offline,H,12/31/2010,135807597,2/17/2011,7341,81.73
Europe,Household,Online,H,5/7/2015,142420423,5/19/2015,4223,668.27
Middle East and North Africa,Beverages,Online,C,5/23/2012,290495955,6/5/2012,3064,47.45
Middle East and North Africa,Vegetables,Online,L,6/10/2015,787895524,7/22/2015,4649,154.06
Sub-Saharan Africa,Fruits,Offline,M,5/8/2012,112792956,6/2/2012,6797,9.33
Sub-Saharan Africa,Personal Care,Online,M,10/7/2014,863674581,10/13/2014,9356,81.73
Europe,Personal Care,Online,H,6/19/2016,309339225,7/4/2016,9206,81.73
Europe,Baby Food,Online,M,4/16/2012,738898217,5/31/2012,5257,255.28
Sub-Saharan Africa,Clothes,Online,L,1/28/2017,911775386,2/25/2017,3453,109.28
Europe,Meat,Online,L,6/9/2016,107707059,6/18/2016,1767,421.89
Europe,Cosmetics,Online,M,12/27/2015,376742064,1/17/2016,5204,437.2
Central America and the Caribbean,Fruits,Offline,C,10/27/2014,689241731,11/7/2014,799,9.33
Europe,Fruits,Offline,L,11/22/2016,985879886,12/6/2016,2621,9.33
Europe,Household,Offline,M,1/29/2012,827642858,2/26/2012,6768,668.27
Sub-Saharan Africa,Baby Food,Online,L,3/30/2010,745829474,5/9/2010,6370,255.28
Central America and the Caribbean,Vegetables,Offline,M,10/1/2014,892051064,11/18/2014,6588,154.06
Europe,Cereal,Online,C,2/3/2011,588231456,3/17/2011,9614,205.7
Europe,Vegetables,Online,L,2/13/2016,576606976,3/5/2016,9673,154.06
Europe,Cosmetics,Online,C,9/2/2013,769726455,9/30/2013,8018,437.2
Sub-Saharan Africa,Meat,Offline,L,5/15/2011,700451219,5/27/2011,7936,421.89
Australia and Oceania,Office Supplies,Online,C,2/8/2014,871955096,2/26/2014,9745,651.21
Europe,Personal Care,Online,H,9/16/2012,507724416,11/3/2012,5792,81.73
Asia,Baby Food,Offline,H,6/1/2010,701558005,7/15/2010,5459,255.28
Europe,Baby Food,Offline,C,7/15/2011,367567193,7/28/2011,155,255.28
Europe,Meat,Online,H,1/31/2010,290175807,1/31/2010,8324,421.89
Europe,Snacks,Online,H,4/12/2016,874120175,4/25/2016,440,152.58
Europe,Personal Care,Offline,M,11/30/2014,794449126,1/15/2015,4006,81.73
Sub-Saharan Africa,Baby Food,Offline,H,7/19/2014,146523988,7/27/2014,8559,255.28
Europe,Meat,Offline,M,6/16/2013,896018588,8/4/2013,667,421.89
Europe,Cosmetics,Offline,L,12/24/2010,128919255,1/19/2011,8927,437.2
Australia and Oceania,Fruits,Online,C,4/23/2011,401524817,6/3/2011,8971,9.33
Sub-Saharan Africa,Household,Online,M,2/13/2012,290446603,2/17/2012,8459,668.27
Asia,Personal Care,Online,C,12/12/2015,242608439,12/30/2015,2083,81.73
Australia and Oceania,Clothes,Offline,M,3/30/2011,325246655,5/14/2011,6568,109.28
Australia and Oceania,Cosmetics,Offline,L,1/12/2014,675910079,2/19/2014,5667,437.2
Europe,Vegetables,Online,L,2/9/2011,152460038,2/19/2011,5168,154.06
Australia and Oceania,Cereal,Online,M,11/2/2016,383070361,11/20/2016,7887,205.7
Europe,Baby Food,Online,C,5/11/2016,816227376,6/7/2016,8674,255.28
Sub-Saharan Africa,Meat,Offline,M,10/22/2014,970729911,12/4/2014,9407,421.89
Asia,Cereal,Offline,C,10/24/2010,885689294,11/27/2010,3999,205.7
Europe,Cosmetics,Offline,H,6/5/2015,670529353,6/11/2015,3391,437.2
Europe,Beverages,Offline,H,6/22/2010,954986417,7/23/2010,558,47.45
Asia,Household,Online,M,12/3/2012,639109313,12/18/2012,5503,668.27
Europe,Vegetables,Online,H,7/9/2010,943259370,8/10/2010,264,154.06
Asia,Cereal,Online,H,12/31/2010,458110415,2/10/2011,3907,205.7
Sub-Saharan Africa,Beverages,Online,L,8/5/2015,994648778,8/18/2015,7532,47.45
Asia,Household,Offline,L,3/29/2015,834173285,4/11/2015,9267,668.27
Central America and the Caribbean,Cereal,Offline,L,2/1/2017,578295266,2/14/2017,9275,205.7
Asia,Baby Food,Online,M,6/2/2010,898938548,6/30/2010,4748,255.28
Central America and the Caribbean,Cereal,Offline,C,11/12/2015,288339459,12/15/2015,4908,205.7
Asia,Snacks,Offline,H,6/23/2013,909046828,8/5/2013,6012,152.58
Middle East and North Africa,Household,Online,M,9/1/2014,943921983,10/7/2014,6346,668.27
Sub-Saharan Africa,Fruits,Online,C,12/21/2012,446138751,1/17/2013,1225,9.33
Australia and Oceania,Household,Online,C,7/29/2010,889183461,9/14/2010,8001,668.27
Sub-Saharan Africa,Vegetables,Online,C,7/1/2014,216854941,7/14/2014,1051,154.06
Central America and the Caribbean,Vegetables,Offline,H,2/13/2010,493264520,2/19/2010,6788,154.06
Sub-Saharan Africa,Snacks,Offline,L,5/21/2010,252836024,7/6/2010,8653,152.58
Middle East and North Africa,Snacks,Online,L,2/28/2014,350305783,3/13/2014,2121,152.58
Europe,Office Supplies,Offline,C,1/6/2010,810722625,2/6/2010,9696,651.21
Asia,Cosmetics,Online,H,4/22/2010,379447877,5/25/2010,5914,437.2
Central America and the Caribbean,Cosmetics,Offline,C,2/1/2017,572155368,3/14/2017,2343,437.2
Sub-Saharan Africa,Baby Food,Online,C,10/8/2010,724831426,11/17/2010,2581,255.28
Middle East and North Africa,Fruits,Offline,M,6/21/2014,243774878,6/26/2014,7259,9.33
Middle East and North Africa,Personal Care,Offline,M,7/8/2014,855597054,8/1/2014,9037,81.73
Europe,Office Supplies,Online,M,3/23/2017,757221782,4/13/2017,7607,651.21
Middle East and North Africa,Cosmetics,Offline,H,10/31/2014,465885388,12/5/2014,4694,437.2
Sub-Saharan Africa,Cosmetics,Online,H,1/3/2012,569136703,2/16/2012,9053,437.2
Middle East and North Africa,Personal Care,Online,C,6/21/2014,374837052,7/28/2014,1468,81.73
Europe,Clothes,Offline,M,1/31/2010,161160266,3/16/2010,9759,109.28
Sub-Saharan Africa,Household,Online,C,7/1/2010,726592671,7/6/2010,3773,668.27
Sub-Saharan Africa,Fruits,Offline,M,1/20/2017,239933097,1/23/2017,390,9.33
Sub-Saharan Africa,Personal Care,Online,L,1/10/2017,990292870,2/9/2017,8522,81.73
North America,Meat,Online,L,2/8/2010,837095820,2/25/2010,4110,421.89
Australia and Oceania,Household,Offline,L,3/13/2012,860078275,3/23/2012,5129,668.27
Asia,Snacks,Online,H,10/6/2013,409289062,11/18/2013,6583,152.58
Australia and Oceania,Household,Online,C,11/28/2013,255089509,12/8/2013,5509,668.27
Sub-Saharan Africa,Clothes,Offline,M,7/31/2016,338153445,9/18/2016,5974,109.28
Middle East and North Africa,Vegetables,Offline,H,8/27/2011,219467198,9/2/2011,4076,154.06
Europe,Cereal,Offline,M,7/27/2016,430329596,8/14/2016,2945,205.7
Europe,Cereal,Offline,M,12/22/2011,222351968,1/27/2012,7743,205.7
Sub-Saharan Africa,Clothes,Online,C,8/25/2013,717458140,10/11/2013,662,109.28
Sub-Saharan Africa,Cereal,Offline,L,9/22/2015,857884442,9/23/2015,5925,205.7
Middle East and North Africa,Fruits,Offline,H,3/10/2017,556179702,4/19/2017,4788,9.33
Europe,Cosmetics,Online,H,7/7/2010,245205247,7/22/2010,536,437.2
Australia and Oceania,Snacks,Online,L,9/30/2015,428134906,10/18/2015,3488,152.58
Asia,Beverages,Online,H,2/17/2016,328455007,2/20/2016,5990,47.45
Sub-Saharan Africa,Meat,Online,M,11/29/2014,139964377,12/13/2014,7424,421.89
North America,Beverages,Offline,L,5/23/2016,576774346,5/28/2016,9201,47.45
North America,Baby Food,Offline,H,8/4/2014,623308742,8/26/2014,9763,255.28
Sub-Saharan Africa,Fruits,Offline,M,2/28/2012,684303891,3/20/2012,9583,9.33
Europe,Baby Food,Online,H,8/6/2016,334808623,9/24/2016,6167,255.28
Asia,Clothes,Offline,M,10/2/2013,570184266,10/16/2013,9050,109.28
Asia,Clothes,Offline,H,1/18/2017,656104648,2/2/2017,4800,109.28
Australia and Oceania,Cereal,Offline,L,9/4/2010,378556096,9/15/2010,2016,205.7
Sub-Saharan Africa,Cosmetics,Offline,L,12/19/2013,493837440,12/21/2013,6327,437.2
Europe,Clothes,Online,L,1/12/2017,478560006,3/3/2017,5395,109.28
Sub-Saharan Africa,Cereal,Offline,L,11/1/2014,779647624,11/6/2014,3912,205.7
Middle East and North Africa,Snacks,Offline,C,12/20/2010,564336621,1/21/2011,8602,152.58
Asia,Baby Food,Online,L,11/18/2013,870175826,12/20/2013,3219,255.28
Sub-Saharan Africa,Fruits,Online,M,5/17/2010,555026566,6/6/2010,3550,9.33
Middle East and North Africa,Fruits,Offline,C,10/23/2014,347062671,10/23/2014,2412,9.33
Sub-Saharan Africa,Personal Care,Online,H,4/29/2012,594770467,6/9/2012,4653,81.73
Sub-Saharan Africa,Snacks,Offline,M,8/20/2015,816948783,10/5/2015,2154,152.58
Asia,Vegetables,Online,C,10/15/2015,152708947,11/17/2015,8826,154.06
Sub-Saharan Africa,Personal Care,Online,C,4/7/2016,511474788,4/16/2016,5611,81.73
Europe,Personal Care,Offline,L,1/16/2014,722982633,3/4/2014,5482,81.73
Europe,Beverages,Online,C,12/9/2010,587281310,12/9/2010,8445,47.45
Europe,Vegetables,Online,L,6/1/2017,424732148,7/17/2017,6536,154.06
Australia and Oceania,Cosmetics,Offline,L,12/3/2010,626008975,1/11/2011,8822,437.2
Middle East and North Africa,Cosmetics,Offline,H,5/29/2015,302098119,6/3/2015,6401,437.2
Middle East and North Africa,Vegetables,Offline,H,3/26/2014,434298408,4/1/2014,7405,154.06
Australia and Oceania,Office Supplies,Offline,H,7/20/2014,724221169,8/4/2014,1993,651.21
Australia and Oceania,Fruits,Online,H,3/18/2013,943790233,5/4/2013,7358,9.33
Central America and the Caribbean,Office Supplies,Offline,L,9/15/2015,485241925,10/12/2015,2724,651.21
Central America and the Caribbean,Meat,Offline,C,3/26/2017,611125075,4/14/2017,4345,421.89
Europe,Snacks,Offline,M,1/19/2014,404301011,1/20/2014,508,152.58
Europe,Cosmetics,Online,M,11/7/2014,817943561,12/19/2014,6531,437.2
Asia,Personal Care,Online,L,3/26/2014,625539052,4/12/2014,9761,81.73
Asia,Office Supplies,Offline,L,8/28/2011,470886313,10/15/2011,4579,651.21
Europe,Snacks,Online,M,3/19/2015,618096673,3/30/2015,7396,152.58
Europe,Baby Food,Online,M,2/17/2015,501593959,3/19/2015,1654,255.28
Asia,Snacks,Online,M,4/11/2010,976114499,5/17/2010,2827,152.58
Sub-Saharan Africa,Office Supplies,Online,H,12/9/2011,266707122,1/27/2012,3419,651.21
Sub-Saharan Africa,Meat,Online,C,4/27/2017,718733155,4/29/2017,7967,421.89
Sub-Saharan Africa,Baby Food,Online,H,5/5/2013,247866427,5/26/2013,8039,255.28
Sub-Saharan Africa,Meat,Online,L,9/13/2010,890093266,10/22/2010,7232,421.89
Central America and the Caribbean,Clothes,Online,L,5/14/2017,251712501,6/14/2017,6177,109.28
Europe,Fruits,Offline,H,2/5/2012,959335458,3/9/2012,7535,9.33
Europe,Meat,Online,C,5/7/2016,309885966,5/29/2016,999,421.89
Australia and Oceania,Clothes,Offline,H,10/17/2014,620600354,11/22/2014,8291,109.28
Central America and the Caribbean,Personal Care,Offline,C,2/3/2012,679027450,2/4/2012,8167,81.73
Europe,Cereal,Offline,M,12/21/2013,693028581,12/31/2013,1413,205.7
Europe,Meat,Offline,M,11/13/2015,940777575,12/24/2015,5846,421.89
Sub-Saharan Africa,Snacks,Online,C,4/10/2014,420760762,5/13/2014,1315,152.58
Middle East and North Africa,Cosmetics,Online,H,7/18/2010,901776969,8/6/2010,4699,437.2
Middle East and North Africa,Office Supplies,Offline,H,8/31/2014,172937524,10/13/2014,4911,651.21
Europe,Office Supplies,Online,H,3/9/2011,593666255,4/12/2011,7892,651.21
Central America and the Caribbean,Beverages,Offline,C,1/2/2016,543699491,2/11/2016,1616,47.45
Australia and Oceania,Clothes,Online,M,1/7/2012,273086059,2/18/2012,1088,109.28
Europe,Vegetables,Online,C,6/20/2013,552187287,7/27/2013,3344,154.06
Europe,Vegetables,Offline,L,9/27/2016,421677005,10/8/2016,2451,154.06
Asia,Fruits,Online,M,9/14/2011,342541539,9/26/2011,4508,9.33
Asia,Office Supplies,Offline,L,10/19/2015,846079719,11/14/2015,2645,651.21
Europe,Cereal,Offline,M,3/30/2017,283902871,4/1/2017,2023,205.7
Europe,Personal Care,Offline,H,9/4/2016,677934825,10/4/2016,4835,81.73
Europe,Baby Food,Online,H,10/21/2015,970411908,10/30/2015,5303,255.28
Middle East and North Africa,Meat,Online,L,8/10/2013,173882949,9/9/2013,4683,421.89
Europe,Beverages,Offline,C,2/18/2010,521209275,4/5/2010,6262,47.45
Asia,Vegetables,Online,L,4/15/2010,715564715,6/1/2010,356,154.06
Sub-Saharan Africa,Office Supplies,Offline,M,6/14/2012,880435597,7/22/2012,9313,651.21
North America,Cosmetics,Online,C,4/21/2012,309620749,5/3/2012,2515,437.2
Sub-Saharan Africa,Baby Food,Offline,M,2/24/2014,617231500,3/21/2014,1372,255.28
Sub-Saharan Africa,Clothes,Offline,M,1/1/2012,787691676,1/22/2012,4326,109.28
Middle East and North Africa,Snacks,Online,C,1/31/2016,325737607,2/7/2016,1851,152.58
Central America and the Caribbean,Household,Online,H,3/8/2011,606418120,4/7/2011,1453,668.27
Middle East and North Africa,Household,Offline,C,6/7/2013,825094544,7/26/2013,2666,668.27
Sub-Saharan Africa,Cosmetics,Offline,C,7/17/2013,247440707,7/26/2013,2059,437.2
Central America and the Caribbean,Fruits,Online,H,11/4/2010,459442937,11/28/2010,8230,9.33
Sub-Saharan Africa,Fruits,Online,L,2/5/2017,417400062,3/19/2017,6809,9.33
Australia and Oceania,Baby Food,Online,H,11/6/2014,497923409,11/29/2014,5457,255.28
North America,Household,Offline,C,3/13/2014,247936809,4/2/2014,8866,668.27
Europe,Cereal,Offline,L,3/2/2011,634676587,4/18/2011,3761,205.7
Europe,Baby Food,Online,H,3/16/2014,895691573,3/20/2014,3896,255.28
Europe,Fruits,Online,L,2/11/2010,788843095,2/18/2010,5056,9.33
Central America and the Caribbean,Personal Care,Offline,C,4/3/2013,142304980,4/14/2013,61,81.73
Europe,Office Supplies,Offline,C,5/4/2016,204563558,6/6/2016,3757,651.21
Sub-Saharan Africa,Vegetables,Online,C,12/7/2016,494417655,1/2/2017,8026,154.06
Asia,Clothes,Offline,C,8/30/2013,150978600,9/8/2013,6778,109.28
Middle East and North Africa,Cereal,Offline,C,1/3/2010,183670222,2/13/2010,955,205.7
Central America and the Caribbean,Meat,Online,L,7/6/2010,322228848,8/15/2010,3532,421.89
Sub-Saharan Africa,Vegetables,Online,L,12/31/2016,366703307,1/14/2017,4512,154.06
Middle East and North Africa,Personal Care,Online,M,3/19/2017,637454926,4/24/2017,5933,81.73
Australia and Oceania,Office Supplies,Online,M,4/27/2011,625157535,5/12/2011,6862,651.21
Central America and the Caribbean,Personal Care,Online,C,9/10/2015,340797460,10/6/2015,8396,81.73
Europe,Fruits,Offline,C,9/12/2013,765673530,10/9/2013,8667,9.33
Europe,Baby Food,Offline,H,6/25/2012,701397073,8/10/2012,7835,255.28
Asia,Clothes,Online,H,6/23/2016,819891917,8/7/2016,3093,109.28
Sub-Saharan Africa,Beverages,Online,C,1/8/2016,513394391,2/26/2016,3664,47.45
Asia,Vegetables,Online,H,11/20/2013,144453322,12/13/2013,5803,154.06
Sub-Saharan Africa,Fruits,Offline,C,11/28/2013,595930039,1/14/2014,7796,9.33
Australia and Oceania,Fruits,Online,C,3/14/2017,120998370,4/17/2017,4961,9.33
Europe,Household,Offline,M,10/16/2010,193144643,11/1/2010,4647,668.27
Europe,Household,Offline,C,11/9/2016,556167685,11/18/2016,1232,668.27
Asia,Meat,Online,C,3/16/2013,574178826,5/1/2013,1129,421.89
Asia,Vegetables,Online,H,10/10/2012,581601893,11/23/2012,7780,154.06
Asia,Baby Food,Online,L,6/9/2014,533173215,7/15/2014,6657,255.28
North America,Household,Offline,C,5/1/2014,453941619,6/14/2014,267,668.27
Europe,Cereal,Online,C,3/28/2017,889268434,3/28/2017,3146,205.7
Australia and Oceania,Cereal,Online,L,1/26/2010,654827487,2/25/2010,6860,205.7
Asia,Fruits,Online,L,2/7/2011,886605107,2/23/2011,5008,9.33
Asia,Meat,Offline,M,3/1/2013,990900123,4/4/2013,8221,421.89
Europe,Cereal,Online,M,2/23/2010,894323861,3/15/2010,9159,205.7
Sub-Saharan Africa,Household,Online,L,12/12/2015,593800151,12/13/2015,7515,668.27
Sub-Saharan Africa,Personal Care,Online,L,3/24/2015,606565320,4/7/2015,5012,81.73
Europe,Fruits,Offline,H,8/25/2012,620168197,10/2/2012,406,9.33
Europe,Clothes,Offline,H,12/12/2013,842470109,12/24/2013,4482,109.28
Middle East and North Africa,Office Supplies,Offline,C,7/19/2014,651644885,8/3/2014,5057,651.21
Sub-Saharan Africa,Fruits,Online,H,12/14/2010,846178853,1/22/2011,1981,9.33
Sub-Saharan Africa,Fruits,Offline,H,1/30/2012,494870841,2/13/2012,2134,9.33
Sub-Saharan Africa,Office Supplies,Offline,H,10/11/2012,986832177,11/14/2012,4426,651.21
Europe,Meat,Offline,L,9/25/2012,181486690,10/24/2012,4799,421.89
Europe,Office Supplies,Online,M,9/17/2012,958570706,11/3/2012,1228,651.21
Sub-Saharan Africa,Clothes,Online,C,9/28/2010,868133056,10/17/2010,8718,109.28
Sub-Saharan Africa,Cosmetics,Offline,M,7/3/2013,680535066,8/15/2013,4304,437.2
Sub-Saharan Africa,Cosmetics,Online,C,5/16/2017,336450564,5/18/2017,2054,437.2
Sub-Saharan Africa,Fruits,Online,L,3/23/2012,296865880,5/9/2012,8066,9.33
Sub-Saharan Africa,Beverages,Online,C,7/2/2015,193079841,7/13/2015,5470,47.45
Middle East and North Africa,Fruits,Online,H,6/1/2015,176703774,7/18/2015,9428,9.33
Australia and Oceania,Personal Care,Offline,L,8/10/2012,469661509,9/20/2012,2132,81.73
Sub-Saharan Africa,Cereal,Offline,C,5/10/2016,914189374,6/24/2016,7806,205.7
Middle East and North Africa,Beverages,Offline,L,7/1/2010,522836196,8/19/2010,7704,47.45
Middle East and North Africa,Beverages,Offline,H,3/24/2010,628463304,3/28/2010,5112,47.45
Middle East and North Africa,Cereal,Online,C,11/14/2012,834244525,11/17/2012,349,205.7
Central America and the Caribbean,Cosmetics,Online,C,10/26/2016,363666188,10/26/2016,5761,437.2
Europe,Cereal,Online,L,3/4/2010,310527122,4/12/2010,731,205.7
Asia,Vegetables,Offline,L,5/18/2012,488938653,6/10/2012,6668,154.06
Sub-Saharan Africa,Household,Offline,C,6/16/2017,783324611,8/4/2017,2014,668.27
Central America and the Caribbean,Personal Care,Offline,C,11/28/2012,698421323,12/20/2012,7245,81.73
Sub-Saharan Africa,Meat,Offline,M,10/23/2013,709277617,12/2/2013,9864,421.89
Europe,Clothes,Online,L,8/2/2013,911254823,8/12/2013,9407,109.28
Europe,Clothes,Offline,H,7/4/2010,570026767,8/5/2010,2442,109.28
Middle East and North Africa,Personal Care,Online,C,6/26/2011,371579778,7/11/2011,7568,81.73
Sub-Saharan Africa,Meat,Online,C,2/18/2013,172212684,2/26/2013,415,421.89
Sub-Saharan Africa,Office Supplies,Online,C,2/19/2013,348536813,3/16/2013,8643,651.21
Europe,Meat,Online,M,1/11/2014,447475993,1/25/2014,6945,421.89
Sub-Saharan Africa,Meat,Offline,L,11/1/2011,536266553,12/11/2011,2045,421.89
Central America and the Caribbean,Fruits,Online,C,1/1/2015,752457320,1/5/2015,7697,9.33
Asia,Personal Care,Online,C,4/29/2010,853909623,5/22/2010,9688,81.73
Australia and Oceania,Cereal,Online,C,3/4/2012,668797290,3/4/2012,835,205.7
Australia and Oceania,Office Supplies,Offline,L,4/2/2013,545606648,4/4/2013,5987,651.21
Asia,Baby Food,Online,M,2/18/2011,903136527,3/24/2011,7023,255.28
Middle East and North Africa,Vegetables,Online,M,1/5/2012,880498254,1/19/2012,7855,154.06
Sub-Saharan Africa,Snacks,Offline,M,10/18/2011,587115657,10/18/2011,9425,152.58
Sub-Saharan Africa,Personal Care,Offline,C,1/11/2015,652725064,1/22/2015,4706,81.73
Middle East and North Africa,Baby Food,Online,C,12/18/2015,877375304,12/23/2015,3705,255.28
Europe,Baby Food,Online,L,6/26/2017,681427705,7/1/2017,8456,255.28
